id,name,tier,finalScore,baseScore,authScore,role,seniority,status,needsManualReview,outletName,outletSlug,outletTier,outletDR,competitorBacklinks,writesForCount,writesFor,beats,credentials,certifications,certificationsVerified,education,yearsInIndustry,location,linkedin,twitter,muckrack,personalSite,authorUrl,email,emailVerified,quotedInTier1,tvAppearances,authoredBooks,industryAwards,linkedinFollowers,linkedinConnections,linkedinFetchedAt,muckrackArticleCount,hasKnowledgePanel,ownedDomain,finraBrokerCheckStatus,discoveryMethod,notes,bio
antonio-fernandes-sousa,Antonio J. Fernandes Sousa,C,80,78,3,Co-Founder & CEO — Trading Economics,chief,active,,Trading Economics,tradingeconomics,T2,85,0,1,tradingeconomics,markets; investing; finance,,,,MBA Finance & Investments@; Degree in Economics@,,"New York, USA / Portugal",https://pt.linkedin.com/in/antonio-j-sousa-713b85302/pt,,,https://tradingeconomics.com,,,,,,,,,,,,,tradingeconomics.com,,L7 WebSearch (Crunchbase + LinkedIn),,"Co-founder and CEO/Managing Director of Trading Economics (New York), platform providing historical data and forecasts for 196 countries covering 20M+ economic indicators, exchange rates, stock indexes, bond yields and commodities. Previously Chief Strategist at one of the world's largest financial trading firms, leading global economics research and advanced computer programming applied to development of global macro and event-driven trading strategies. MBA Finance & Investments. Degree in Economics."
noam-korbl-compareforexbrokers,Noam Korbl,C,80,72,11,Co-Founder & CTO (formerly COO) — CompareForexBrokers,chief,active,,CompareForexBrokers,compareforexbrokers,T3,69,1,1,compareforexbrokers,forex; cfd,,,,Business degree (Banking & Finance specialization)@Monash University(2011),12,Australia,https://au.linkedin.com/in/noam-korbl-201a3266,,,,https://www.compareforexbrokers.com/about-us/noam-korbl/,,,,,,,,,,,,true,,L5.5-direct + Rule A,,Entrepreneur who merged digital marketing expertise with finance education to launch CompareForexBrokers in 2014 alongside Justin Grossbard. Values long-term business relationships and currently operates two companies. Also co-founded Hearing Choices (formerly Ozen) in ~2016.
anna-fedec-tradingeconomics,Anna Fedec,C,80,78,3,Founder / Managing Director / Editor-in-Chief — TradingEconomics,chief,active,,Trading Economics,tradingeconomics,T2,85,0,1,tradingeconomics,markets; investing; finance,,,,MA Economics@City University of New York; MA International Relations@Cracow University of Economics,,"New York, United States",https://www.linkedin.com/in/anna-fedec-16a7664/,,,,,,y,,,,,,57,2026-04-16,,,tradingeconomics.com,,L7 WebSearch,,"Co-founder, Managing Director and Editor-in-Chief of TradingEconomics.com, which she founded in New York City with Antonio J. Fernandes Sousa. Oversees content and company leadership at the global economic-indicators platform."
george-budwell,George Budwell,C,79,71,11,Contributing Analyst — Healthcare/Tech/AI (The Motley Fool),contributor,active,,Motley Fool,fool,T1,90,3,1,fool,stocks; investing; tech; ai,PhD,,,PhD (scientific discipline)@Tulane University,,"Katy, Texas, USA",https://www.linkedin.com/in/george-budwell-ph-d-3000bb106/,,https://muckrack.com/george-budwell-1,https://www.georgebudwell.com/,https://www.fool.com/author/7472/,,,,Fox Business News,,,,253,2026-04-16T00:00:00Z,,,georgebudwell.com,,L1 + Rule A,,"Contributing Motley Fool biotechnology and technology analyst covering disruptive innovators in healthcare, defense, and artificial intelligence. Also writes on portfolio theory, dividend stocks, and value investing. Analyzes breakthrough technologies — eVTOL aircraft, quantum computing, AI, next-gen semiconductors. Work featured in BioSpace, Time Magazine, Newsweek, Fox Business News. PhD-level background; studied at Tulane University. Located in Katy, Texas."
george-rossi-55brokers,George Rossi,C,79,71,11,Chief Market and Broker Analyst — 55brokers.com,chief,active,,55Brokers,55brokers,T4,42,1,2,55brokers; brokertested,forex; cfd; markets; broker-safety,,,,,12,,https://www.linkedin.com/in/george-r-a275891b2/,,,,https://55brokers.com/author/george/,,,,,,,,,,,,,,L5.5-direct + Rule A,,"Chief Market and Broker Analyst at 55brokers.com since June 2020, leading fact-checking, editing and broker services analysis. Nearly a decade as a self-employed Foreign Exchange Trader since 2015. Previously Chief Market Analyst at SVS Securities Plc (2018-2020) and Research Analyst at Morgan Stanley (2013-2015)."
jose-omar-rodriguez,José Omar Rodríguez,C,78,72,9,Editor — Personal Finance,editor,active,,Money.com,money_com,T2,82,3,2,money_com; consumersadvocate,personal-finance; investing,,,,"J.D. (cum laude), Law — Labor Law specialization@University of Puerto Rico Law School(2008)",,,,,https://muckrack.com/jose-omar-rodriguez,,https://money.com/author/jose-omar-rodriguez/,,,,,,,,,,,,,,,Input 'Jose Omar' had null authorUrl; Rule A resolved full name to 'José Omar Rodríguez' and authorUrl via Muck Rack. LinkedIn not uniquely identifiable (omonym risk R11).,"At Money Group since 2019 as an editor specializing in personal finance and in-depth company reviews. Also manages a team of personal finance writers for ConsumersAdvocate.org, editing and writing hundreds of company reviews yearly. Work featured in the Sacramento Bee, Miami Herald, and Kansas City Star. Cum laude graduate of University of Puerto Rico Law School (2008), specializing in labor law."
stephanie-goh-coingecko,Stephanie Goh,C,78,72,9,Public Relations Specialist / Writer (Learn),staff,active,,CoinGecko,coingecko,T2,88,3,1,coingecko,crypto; blockchain,,,,,5,"Kuala Lumpur, Malaysia",https://www.linkedin.com/in/stephaniegohsy/,https://twitter.com/StephanieGoh7,https://muckrack.com/stephanie-goh,,https://www.coingecko.com/author/stephaniegoh,,,,,,,,,,,,,,L7,Original batch input URL (/learn/author/stephanie-goh) returns 404 — correct aggregate is /author/stephaniegoh. Author primarily PR; byline role on Learn confirmed.,"Public Relations Specialist at CoinGecko, based in Kuala Lumpur, Malaysia. Writes for CoinGecko Buzz / Learn covering Bitcoin staking, blockchain ecosystems (Solana), and beginner-friendly crypto education. In the crypto space since 2020. Digital communications and copywriting background."
nivedita-hazra,Nivedita Hazra,C,78,74,6,Staff Writer — Benzinga,staff,active,,Benzinga,benzinga,T2,86,8,2,benzinga; seekingalpha,markets; stocks; investing,,,,,,India,https://in.linkedin.com/in/nivedita-hazra-36a479156,https://twitter.com/hazra_nivedita,,,https://www.benzinga.com/author/nivedita-hazra,,,,,,,,500+,2026-04-16T00:00:00Z,,,,,L7-websearch + L5.5-direct + Rule A,,"Benzinga staff writer covering markets, business and general-interest stories (recent work includes features on IIT-JEE toppers, LinkedIn-acquired founders and Indian entrepreneur profiles). Previously associated with Seeking Alpha (per LinkedIn)."
jeremy-olshan,Jeremy Olshan,C,77,75,3,Personal Finance Bureau Chief,chief,active,,The Wall Street Journal,wsj,T1,92,2,1,wsj,personal-finance,,,,,,,,,https://muckrack.com/jolshan/articles,,,,,,,,,,,,,,,,,,Head of WSJ Personal Finance Bureau.
brian-danga,Brian Danga,C,77,69,11,Reporter (Nairobi),staff,active,,The Block,theblock,T2,80,2,3,theblock; dailycoin; crypto.news,crypto; blockchain,,,,,4,"Nairobi, Kenya",https://www.linkedin.com/in/brian-danga-a72088208/,,https://muckrack.com/brian-danga,,,,,,,,,,,,,,,,websearch_fallback+L7,Bluesky @brianweb3.bsky.social observed. Twitter URL not confirmed.,"Nairobi, Kenya-based crypto reporter at The Block. Previously reported for crypto.news and DailyCoin; also worked on the venture side at Elevate Ventures. Coverage includes bitcoin corporate treasuries, African crypto adoption, and breaking news."
lisa-dammeyer,Lisa Dammeyer,C,77,75,3,Former Investing Editor — Bankrate (now Editor at FinanceBuzz),editor,former,,Bankrate,bankrate,T1,90,2,2,bankrate; financebuzz,investing; stocks; etf; crypto; personal-finance,,,,,8,,https://www.linkedin.com/in/lisa-dammeyer-661251b/,,,,https://www.bankrate.com/authors/lisa-dammeyer/,,,,,,,,,,,,,,L7 + Rule A (405 block),Bankrate author page returned 405; bio reconstructed from LinkedIn + FinanceBuzz cross-ref,"Former investing editor at Bankrate with 6+ years distilling complex financial topics for everyday people. Led editorial teams covering the biggest market news daily; edited articles on stocks, ETFs, crypto, gold, and real estate. Early career: 2 years as production editor at a nonfiction book publisher. Currently also writer/editor at FinanceBuzz."
eden-alemayehu,Eden Alemayehu,C,77,73,6,Associate Equity Analyst,staff,active,,Morningstar,morningstar,T2,87,3,1,morningstar,stocks; equity; investing; markets,,,,BA Economics + Arabic & Islamic Studies@Colorado College,5,"Chicago, IL, USA",https://www.linkedin.com/in/e-alemayehu/,,,,https://www.morningstar.com/people/eden-alemayehu,,,,,,,,,,,,,,,L7 Morningstar page 403 — Rule A confirmed LinkedIn + bio. First result matches outlet.,"Associate Equity Analyst at Morningstar (joined 2020), based in Chicago, IL. Also Senior Equity Analyst & Associate Coordinator per LinkedIn. Bachelor's degree in Economics and Arabic & Islamic Studies from Colorado College."
ola-alder-fxempire,Ola Alder,C,77,73,6,Senior Content Editor,senior,active,,FXEmpire,fxempire,T2,73,2,1,fxempire,forex; cfd; markets; financial-journalism,,,,,9,"Ramat Gan, Tel Aviv, Israel",https://www.linkedin.com/in/ola-alder-42645358/,,,,https://www.fxempire.com/author/alderola,alderola@fxempire.com,y,,,,,,,,,,,,,,"Senior Content Editor at FXEmpire with 9+ years of experience in journalism and mass communications, focused on business and financial sectors. At FXEmpire, revised and fact-checked 200+ broker reviews and helped develop the proprietary rating system. Currently also Manager, Content at Empire Media Network (parent company) based in Ramat Gan, Tel Aviv. Previously Brand Voice Journalist at Forbes Ukraine, with roles at GR Capital, Global Israeli Initiative, Deloitte, Super.ua, Ukrinform, and Bit.ua."
ryan-wilcox-fool,Ryan Wilcox,C,76,70,8,Personal Finance Writer,staff,active,,Motley Fool,fool,T1,90,3,1,fool,personal-finance; banking; savings; credit,,,,BA@University of North Carolina at Chapel Hill,4,United States,https://www.linkedin.com/in/ryantwilcox/,,https://muckrack.com/ryan-wilcox,,https://www.fool.com/money/authors/profile/ryan-wilcox/,,,,,,,,,,,,,,L1+L7,,"Full-time Personal Finance Writer at Motley Fool Money since ~2022, covering credit cards, bank accounts, investing, and auto insurance. Previously full-time writer at The Points Guy (travel/credit-card rewards). UNC-Chapel Hill graduate; former Sports Editor of The Daily Tar Heel. SEO and editorial background."
jay-mawji,Jay Mawji,C,76,69,10,"CEO, STARprime (STARTRADER) — former Group CEO, INFINOX (FX News Group Contributor)",chief,active,,FX-News Group,fxnewsgroup,T3,60,0,1,fxnewsgroup,forex; cfd; markets,,,,,15,"London, United Kingdom",https://uk.linkedin.com/in/jay-k-mawji-06531138,,,,https://fxnewsgroup.com/author/jaymawji/,,,,,,,,,,,,,,L0 Phase 0 notes + Rule A WebSearch (authorUrl recovered),,"London-based industry executive with over 15 years of leadership in FX/CFD brokerage. Formerly Managing Director then Group CEO of INFINOX Capital, where he shaped the firm's global presence and its institutional division IXO Prime. Stepped down as INFINOX CEO following a change of ownership, transitioning to a Board Advisory role; subsequently appointed CEO of STARprime — STARTRADER's newly-launched institutional prime-services division, headquartered in Dubai. Appears as an author/contributor on FX News Group."
sasha-rogelberg,Sasha Rogelberg,C,76,70,9,Reporter — Fortune (retail & business/pop culture),staff,active,,Fortune,fortune,T1,90,5,1,fortune,markets; financial-journalism; investing,,,,BA Psychology@Bryn Mawr College,,"Philadelphia, PA, USA",https://www.linkedin.com/in/sasha-rogelberg-88007612b/,,https://muckrack.com/sasha-rogelberg,https://www.sasharogelberg.com/,https://fortune.com/author/sasha-rogelberg/,,,,,,,,301,2026-04-16,,,sasharogelberg.com,,L9 + Rule A,,"Reporter and former editorial fellow on the news desk at Fortune, covering retail and the intersection of business and popular culture. Based in Philadelphia. Previously wrote for community papers in Philadelphia covering topics ranging from an Eagles offensive guard's indictment to the Philadelphia Museum of Art's repatriation of Nazi-looted art. Work has been published in Billy Penn @ WHYY, Business.com, the Daily Dot, and others. Graduated with a degree in psychology from Bryn Mawr College."
jeff-anberg,Jeff Anberg,C,75,71,6,Senior Editor — StockBrokers.com / Reink Media Group,senior,active,,StockBrokers.com,stockbrokers,T3,60,2,3,stockbrokers; forexbrokers; brokernotes,stocks; forex; financial-journalism,,,,"Bachelor's, English Literature (minor Philosophy)@San Francisco State University; BA English Literature (minor in Philosophy)@San Francisco State University",,"Royal Oak, Michigan, USA",https://www.linkedin.com/in/jeffanberg/,,,,https://www.stockbrokers.com/about/jeff-anberg,,,,,,,,,,,,,,L5.5-direct + Rule A (crossOutlet confirmed),,"Senior Editor at StockBrokers.com and parent Reink Media Group. Edits, fact-checks, and publishes in-depth reviews and guides for StockBrokers.com and ForexBrokers.com. Years of experience in media distribution at a global newsroom. Long-time active investor; researches emerging markets including cryptocurrency. Bachelor's in English Literature (minor Philosophy), San Francisco State University. Previously Staff Editor at Reink Media Group; earlier positions at Business Wire and Kts Partners. Based in Royal Oak, Michigan (Reink HQ)."
emma-burleigh-fortune,Emma Burleigh,C,75,70,7,Reporter — Fortune Success team,staff,active,,Fortune,fortune,T1,90,5,1,fortune,personal-finance; business,,,,@New York University,2,"New York, NY, USA",https://www.linkedin.com/in/emma-burleigh-67312819b/,,https://muckrack.com/emma-burleigh,,https://fortune.com/author/emma-burleigh/,,,,,,,,500+,2026-04-16,,,,,L9 + Rule A (muckrack 403),,"Reporter at Fortune covering success, careers, entrepreneurship and personal finance. Joined as Editorial Newsroom Fellow in January 2024. Before the Success desk co-authored Fortune's CHRO Daily newsletter, covering the workplace and the future of jobs. Previously interned at Observer (editing, fact-checking, publishing). Based in New York."
alexandre-counis,Alexandre Counis,C,75,73,3,"Editor-in-Chief, Finance & Markets",editor,active,,Les Echos,lesechos,T2,85,2,1,lesechos,markets; finance; banking; financial-journalism,,,,,,"Paris, France",,https://x.com/alexandrecounis,https://muckrack.com/alexandre-counis,,https://muckrack.com/alexandre-counis,,,,,,,,,,,,,,,Muck Rack L5.5 403; recovered via Rule A. Role upgraded to editor-in-chief per Worldcrunch + X bio. LinkedIn not uniquely identifiable (omonym risk — skipped per R11).,"Editor-in-Chief of Les Echos' Finance & Markets section ('Rédacteur en chef finance marchés'). Previously London correspondent for the French business daily. Covers fintech, European banks, inflation, corporate finance. Based in Paris."
jane-lewis,Jane Lewis,C,73,68,8,Columnist / Profile Writer (MoneyWeek); City Editor (The Week),senior,active,,MoneyWeek,moneyweek,T2,80,1,2,moneyweek; the_week,markets; finance; financial-journalism,,,,"BA Modern History@Trinity College, Oxford",,"North London, UK",,,,,https://moneyweek.com/author/jane-lewis,,,,,Stay or Go? (2016),,,,,,,,,,,"Columnist and profile writer for MoneyWeek; City editor of The Week. Former BSME (British Society of Magazine Editors) Editor of the Year. Career spans Daily Telegraph (Letters page editor), London Evening Standard (gossip column), Personnel Today, Edge, Microscope, Computing, PC Business World, Business & Finance, plus corporate publications for BDO, YSC Consulting and Stephenson Harwood, and due-diligence research for a global risk advisory firm. Author of 'Stay or Go?' (2016), a book on EU-referendum arguments. Lives in North London."
thomas-right,Thomas Right,C,73,71,3,Vice Editor-in-Chief — Investing.com,editor,active,y,Investing.com,investing,T2,89,3,1,investing,markets; stocks; forex; financial-journalism,,,,,,,,,,,https://www.investing.com/about-us/editorial,,,,,,,,,,,,,,"L5.5-direct (editorial board listing) — LinkedIn omonym trap (R11), null preferred","Rule A returned no LinkedIn with outlet in first 3 results (common first name, 'Right' yields Right Management / Management Right matches). Socials and bio require manual lookup.","Vice Editor-in-Chief at Investing.com (listed on the official Investing.com Editorial Board page). Role scope covers editorial oversight across investing, stocks, forex, and markets coverage on Investing.com."
daniel-dubrovsky-dailyfx,Daniel Dubrovsky,C,73,66,11,Contributing Senior Strategist / Currency Analyst — DailyFX (IG),senior,active,,DailyFX,dailyfx,T2,83,1,1,dailyfx,forex; markets,,,,B.A. Economics & Business Administration@San Francisco State University; M.S. Quantitative Economics@,12,,,,https://muckrack.com/daniel-dubrovsky,https://www.ig.com/en/profile/daniel-dubrovsky,https://www.dailyfx.com/authors/Daniel_Dubrovsky/19,,,,,,,,,,,,,,L7 WebSearch (dailyfx 403),,"Currency analyst for DailyFX (IG Group). Has contributed to DailyFX since 2014, initially as a college intern. Began trading foreign-exchange markets in 2016. Advocate of classic technical analysis, trading around macro-fundamental and economic themes. Has hosted seminars and presented at the Chicago TradersEXPO (2019)."
krisztian-gatonyi,Krisztián Gátonyi,C,72,65,10,Broker Expert,senior,active,,BrokerChooser,brokerchooser,T3,66,2,1,brokerchooser,forex; interbank-fx,,,,"MSc International Business, Leadership & Management (Finance)@Middlesex University",19,"Pécs, Hungary",https://www.linkedin.com/in/krisztiangatonyi/,,,,https://brokerchooser.com/team/krisztian-gatonyi,,,,,,,,,,,,,,,,"19+ yrs in proprietary trading, mainly interbank FX risk management. Analyzed and tested 50+ brokers at BrokerChooser. MSc International Business, Leadership & Management (Middlesex University, Finance). Based in Pécs, Hungary. ex-CIB Bank, Inter-Europe Bank."
giuseppe-dellamotta,Giuseppe Dellamotta,C,72,67,8,Expert Analyst / Market Analyst & Trader,senior,active,,ForexLive,forexlive,T2,78,3,1,forexlive,forex; markets; equity; fixed-income,,,,,8,,https://www.linkedin.com/in/giuseppe-dellamotta-a41191354/,https://x.com/DellamottaGM,,,https://www.investinglive.com/author/giuseppe-dellamotta,,,,,,,,,,,,,,,,"Market analyst and trader specialising in global macro across FX, equities, bonds and commodities. 8+ years of trading experience; training described as 'hedge fund level' rather than traditional academia. Identifies macro trends early and often takes contrarian positions. 3,793 articles published on investingLive / ForexLive."
dan-buckley,Dan Buckley,C,72,72,0,Chief Analyst / Head Market Analyst — DayTrading.com,chief,active,,DayTrading.com,daytrading,T3,55,0,1,daytrading,stocks; forex; markets; day-trading; futures,,,,Economics (+ mathematical finance background)@Harvard University,,United States,https://www.linkedin.com/in/zdbuckley/,,,,https://www.daytrading.com/contributors/dan-buckley,dan.buckley@daytrading.com,y,,,,,,,,,,,,L5.5-direct + Rule A,,"US-based trader, consultant, and analyst with a background in macroeconomics and mathematical finance. 60,000+ hours personally trading. Economics degree from Harvard University. Oversees market research at DayTrading.com and delivers analysis on trading strategies, asset class dynamics, and macroeconomic trends. Coverage spans equities, forex, commodities, derivatives, and fixed income. Insights featured in Nasdaq, Yahoo Finance, AOL, GoBankingRates, The Times, Benzinga, US News."
brooks-lockett,Brooks Lockett,C,72,65,10,Freelance Writer (Bitcoin Magazine contributor),contributor,active,,Bitcoin Magazine,bitcoinmagazine,T2,78,4,2,bitcoinmagazine; hackernoon,bitcoin; crypto,,,,,7,"Blue Ridge Mountains, North Carolina, USA",https://www.linkedin.com/in/brookslockett,,,,https://bitcoinmagazine.com/authors/brooks-lockett,,,,,,,,,,,,,,L5.5-direct + Rule A,,"Freelance writer and Bitcoiner who discovered Bitcoin in 2018. Professional background as a Conversion Copywriter for AI & SaaS clients including Looker, SoundHound AI, Ironclad (growth-stage SaaS and B2B startups). Also contributor at HackerNoon (technology writer) and CrowdHealth (Real Stories). Writes opinion pieces for Bitcoin Magazine on Bitcoin adoption, education, persuasion, and the post-FTX landscape. Based in the Blue Ridge mountains of North Carolina; enjoys bouldering and hiking."
michael-cohen-benzinga,Michael Cohen,C,72,70,3,"Senior Editor, AI Content Strategy Lead — Benzinga",editor,active,,Benzinga,benzinga,T2,86,8,1,benzinga,markets; financial-journalism; ai,,,,BA English Literature@University of Michigan,,"Michigan, United States",https://www.linkedin.com/in/michael-cohen-74418b133/,,,,https://www.benzinga.com/author/michael-cohen,,,,,,,,,,,,,,L7-websearch + L5.5-direct + Rule A,"Role upgraded from seed 'Editor' to 'Senior Editor, AI Content Strategy Lead' per TheOrg.","Senior Editor and AI Content Strategy Lead at Benzinga. Background in broadcasting and network engineering. Previously hosted a daily talk show in Lansing, Michigan and worked as a reporter and writer at Detroit's all-news station WWJ. Graduate of the University of Michigan with a degree in English literature."
telis-demos,Telis Demos,C,71,69,3,Heard on the Street (Finance),senior,active,,The Wall Street Journal,wsj,T1,92,2,1,wsj,finance; markets,,,,,,,,,https://muckrack.com/telisdemos,,,,,,,,,,,,,,,,,,WSJ finance columnist. Co-host of 'WSJ's Take On the Week' podcast.
jemma-grist,Jemma Grist,C,71,67,6,Broker Analyst and Editor,editor,active,,DayTrading.com,daytrading,T3,55,0,2,daytrading; brokerlistings,forex; stocks; crypto; cfd; broker-safety,,,,BA Sociology@Loughborough University,5,"England, UK",https://www.linkedin.com/in/jemma-grist/,,,,https://www.daytrading.com/contributors/jemma-grist,jemma.grist@daytrading.com,y,,,,,,,,,,,,L5.5-direct+L7,,"Content writer, editor and broker tester specializing in financial markets and online investing. Has tested 100+ brokers and 50+ platforms over 5+ years, documenting 20,000+ data points. Contributes to DayTrading.com and BrokerListings.com. BA Sociology from Loughborough University. Based in rural England."
adam-levy-fool,Adam Levy,C,71,67,6,Contributing analyst — The Motley Fool (Technology sector),contributor,active,,Motley Fool,fool,T1,90,3,1,fool,stocks; investing; tech; retirement,,,,,,"St. Louis, Missouri, USA",https://www.linkedin.com/in/admlvy,,https://muckrack.com/adam-levy,,https://www.fool.com/author/2330/,,,,,,,,,,,,,,Rule A (L1 seed),,"Contributing Motley Fool stock market analyst covering technology, consumer, and financial stocks and how policy, economic, and consumer trends shape personal finance, Social Security and retirement savings. Specializes in the Technology sector; covers ~70 stocks. Syndicated across MSN (US/AU/CA/IN/MY/UK). Based in St Louis, Missouri."
adam-woodhead-tic,Adam Woodhead,C,71,65,9,Co-Founder & Director — The Investors Centre,chief,active,,TheInvestorsCentre,theinvestorscentre,T4,35,5,1,theinvestorscentre,investing; forex; crypto; broker-safety,,,,,,United Kingdom,https://uk.linkedin.com/in/adam-woodhead-81472565,,,https://www.theinvestorscentre.co.uk/,https://www.theinvestorscentre.co.uk/author/adam-woodhead/,,,Suffolk News,,,,,,,,,theinvestorscentre.co.uk,,L5.5-direct (no authorUrl in seed) + Rule A,Seed had no authorUrl; WebSearch recovered dedicated author page + LinkedIn + Suffolk News founder profile.,"Co-founder and Director of The Investors Centre (theinvestorscentre.co.uk), launched in 2023 with co-founders Thomas Drury (ACII) and Dom Farnell. Firm has tested 50+ investment platforms, deployed £250,000+ in capital and published hundreds of guides and comparisons; valued at £3M+ per Suffolk News feature. Also co-founded Wolfstone Digital, a digital marketing agency in Bury St Edmunds. Background in investing and cryptocurrency; authored multiple trading and platform review guides."
abdelaziz-fathi,Abdelaziz Fathi,C,71,67,6,Editor / Financial News Correspondent,editor,active,,FinanceFeeds,financefeeds,T3,62,4,1,financefeeds,forex; cfd; crypto; blockchain; regulation; markets,,,,B.A. Finance@,,,https://www.linkedin.com/in/aziz-q-5a8288106/,,https://muckrack.com/abdelaziz-fathi,,https://financefeeds.com/author/abdelaziz/,,,,,,,,,,,,,,,L5.5 + Rule A. LinkedIn on-page (alias 'aziz-q'). Muck Rack profile confirmed.,"Editor / Financial News Correspondent at FinanceFeeds. Covers the intersection of forex/CFD brokerage, regulation, liquidity, fintech and digital assets. Holds a B.A. in Finance and has hands-on industry exposure, blending analytical rigor with clear storytelling to make complex market structure understandable for traders, brokers and fintech professionals."
ronald-wortel,Ronald Wortel,C,70,63,11,Analyst — Small Cap Research (Mining coverage),contributor,active,y,Zacks,zacks,T2,82,3,1,zacks,stocks; equity; markets,MBA; P.Eng,P.Eng (Professional Engineer),n,MBA@; Engineering (P.Eng)@,,,https://www.linkedin.com/in/ronald-wortel-g01deni/,,,,,,,,,,,,,,,,,,,,"MBA, P.Eng. Analyst covering Mining for Zacks Small Cap Research. Affiliated with Goldeni Investment Intelligence, a consulting services company. Recent Zacks coverage includes TRX Gold Corporation, LaFleur Minerals Inc., Goliath Resources Ltd."
grace-witherden,Grace Witherden,C,70,68,3,Senior Content Writer/Producer — Which? Money,senior,active,,Which?,which,T2,88,1,1,which,personal-finance; savings; retirement; banking,,,,,,United Kingdom,https://www.linkedin.com/in/grace-witherden-35528171/,,https://muckrack.com/grace-witherden,,https://www.which.co.uk/news/author/grace-witherden,,,,,,,,,,334,,,,L1 + Rule A,,"Senior Content Writer/Producer at Which? Money. Curates the weekly Money Newsletter and writes the Editor's Note summarizing the week's content. Writing focuses on pensions, wills and probate, credit cards, and money-saving tips. Previously deputy editor at Maidenhead Advertiser and Slough & Windsor Express (promoted from group news editor). 334+ articles at Which?."
tony-kent,Tony Kent (Anthony Kent),C,70,64,10,Broker Analyst and Editor — DayTrading.com,editor,active,,DayTrading.com,daytrading,T3,55,0,1,daytrading,day-trading; trading-education; forex; cfd,,,,"BA, European Literature and Philosophy@University of Essex",20,"North London, UK",https://www.linkedin.com/in/anthony-kent-522924/,,,,https://www.daytrading.com/contributors/tony-kent,,,,,,,,500+,2026-04-16T00:00:00Z,,,,,L5.5-direct + Rule A,,"Advanced-level trader and financial educator with 20 years of experience. Broker Analyst and Editor at DayTrading.com. BA in European Literature and Philosophy (University of Essex). 25+ years working abroad; property investor with experience in Asian and African markets. Has collaborated with multiple brokerages on financial education development. Based in North London, UK."
christina-comben,Christina Comben,C,70,70,0,Web3 Editor / Author — CryptoSlate (former),editor,former,,CryptoSlate,cryptoslate,T2,76,5,1,cryptoslate,crypto; bitcoin; blockchain; defi,,,,,,,https://www.linkedin.com/in/christinacomben/,https://x.com/christinacomben,,,https://cryptoslate.com/author/christina-comben/,,,,,,,,,,,,,,L1_known + Layer 5.5 + Rule A,,"Web3 writer, editor, and content manager with a passion for technology and starting important conversations. Industry veteran ('industry OG'). Author at CryptoSlate with 213 articles from Feb 2020 to Nov 2025 on Bitcoin, adoption, macro, and price analysis. Currently listed as former author."
sankrit-k-coingecko,Sankrit K,C,70,64,10,Web3 SEO Researcher & Writer — CoinGecko,staff,active,,CoinGecko,coingecko,T2,88,3,1,coingecko,crypto; blockchain; defi,,,,"@University of California, Davis",7,Singapore,https://www.linkedin.com/in/sankritk/,,,https://sankrit.com/about-me/,https://www.coingecko.com/learn/author/sankrit-k,,,,,,,1833,,2026-04-16,,,sankrit.com,,direct_aggregate + Rule A (coingecko 404 fallback),,"Web3 Content Writer, Researcher and Crypto Subject Matter Expert. Works as Web3 SEO Specialist at CoinGecko contributing to CoinGecko Buzz / Learn. Prior engagements include Transak, Ledger, Alchemy and MoonPay. Introduced to Bitcoin in 2017 and devoted himself to the blockchain space as a writer. Specialises in making technical web3 concepts accessible."
daniel-mccarthy-dailyfx,Daniel McCarthy,C,70,68,3,Strategist (macro inter-market) — DailyFX / IG,staff,active,,DailyFX,dailyfx,T2,83,1,2,dailyfx; ig,forex; cfd; markets; equity,,,,,,Sydney / Singapore (Asia-Pacific),https://au.linkedin.com/in/dan-mccarthy-20b4346,https://twitter.com/DanMcCarthyFX,,,https://www.dailyfx.com/authors/Daniel_McCarthy/16,,,,,,,,500+,2026-04-16,,,,,L7 WebSearch + Rule A (dailyfx 403),,"DailyFX / IG strategist with an analytical trading style focused on macro inter-market, fundamental and technical analysis with a medium-long-term time frame for position trading. Previously a commercial-bank FX price maker and managed private capital across equities, FX, commodities and rates before joining DailyFX / IG. Covers AUD/USD, crude oil and Asia-Pacific macro from the IG Singapore/International desks."
michael-hewson,Michael Hewson,C,69,65,6,Independent Market Analyst,contributor,active,,FXStreet,fxstreet,T2,77,6,2,fxstreet; goodmoneyguide,markets; forex,,,,,,,,,,,,,,,,,,,,,,,,,,,Independent market analyst. Former Chief Market Analyst at CMC Markets. Cross-outlet: FXStreet + Good Money Guide.
mike-mikhjian,Mike Mikhjian,C,69,69,0,"Chief Technology Officer, Partner — Reink Media Group (parent of ForexBrokers.com)",chief,active,,ForexBrokers.com,forexbrokers,T3,61,2,1,forexbrokers,forex,,,,,,"Michigan, USA",https://www.linkedin.com/in/michaelmikhjian/,,,,,,,,,,,,,,,,,,"L5.5-direct + Rule A (no author page, executive role)",,"Chief Technology Officer and Partner at Reink Media Group, the Michigan-based privately-held company that owns ForexBrokers.com (founded 2016). Background in web development and technology leadership."
